budget,keywords,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,vote_count,director,main_genre_top10,opinion
70000000,flying saucer alien life-form spaceship alien alien planet,en,Planet 51,"When Earth astronaut Capt. Chuck Baker arrives on Planet 51 -- a world reminiscent of American suburbia circa 1950 -- he tries to avoid capture, recover his spaceship and make it home safely, all with the help of an empathetic little green being.",23.661071,2009-11-19,104945765,91.0,Released,556,Jorge Blanco,others,0
28000000,based on novel dystopia shaolin prejudice zombie,en,Pride and Prejudice and Zombies,"A zombie outbreak has fallen upon the land in this reimagining of Jane Austen’s classic tale of the tangled relationships between lovers from different social classes in 19th century England. Feisty heroine Elizabeth Bennet (Lily James) is a master of martial arts and weaponry and the handsome Mr. Darcy (Sam Riley) is a fierce zombie killer, yet the epitome of upper class prejudice. As the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all.",28.397048,2016-02-04,16374328,108.0,Released,640,Burr Steers,Romance,0
0,possession,en,Backmask,"During an all-night, drug-fueled party at an abandoned asylum known for the horrific treatment of its patients, a group of ordinary teens decide to experiment with the occult, mysteriously leading to a violent possession. In an effort to find help, the group rushes to escape, only to find themselves locked inside with no means of communication. Tempers flare, trusts are broken and in attempt to save one of their friends possessed by the demon, the amateurs try to perform an exorcism. Instead of solving the problem, and unbeknownst to them, they unleash an even more powerful and vengeful spirit, one with a distinct motive and which wants them all dead. The teen's only chance of survival is to uncover the asylum's deep mysteries and find a way out before it's too late.",3.619167,2015-01-16,0,91.0,Released,79,Marcus Nispel,Thriller,0
11000000,coma musician teenage girl car accident teenager,en,If I Stay,"Based on Gayle Forman's novel of the same name. ""If I Stay"" is the story of the gifted classical musician Mia and her boyfriend, Adam, an up and coming indie-rock star. Torn between two paths in life, her art or her relationship, Mia is forced to make an even starker choice between life and death when she is caught in a fatal car accident with her family one snowy morning in Oregon.",31.162838,2014-08-21,78874843,106.0,Released,1368,R.J. Cutler,Drama,1
100000000,moon casino bar nightclub future,en,The Adventures of Pluto Nash,"The year is 2087, the setting is the moon. Pluto Nash, the high-flying successful owner of the hottest nightclub in the universe, finds himself in trouble when he refuses to sell his club to lunar gangster Mogan, who just happens to be helping the mysterious Rex Crater mastermind a plan to take over the entire moon.",12.092241,2002-08-15,7103973,95.0,Released,142,Ron Underwood,Action,0
73000000,casino political activism boxer mission of murder boxing match,en,Snake Eyes,"All bets are off when corrupt homicide cop Rick Santoro witnesses a murder during a boxing match. It's up to him and lifelong friend and naval intelligence agent Kevin Dunne to uncover the conspiracy behind the killing. At every turn, Santoro makes increasingly shocking discoveries that even he can't turn a blind eye to.",20.790703,1998-08-07,103891409,98.0,Released,327,Brian De Palma,Crime,0
700000,native american racism family woman director,en,Naturally Native,"Naturally Native follows the lives, loves, pain, joy and relationships of three sisters as they attempt to start their own business. Of American Indian ancestry, but adopted by white foster parents as young children, each sister has her own identity issues and each has chosen a very different career path. Now dedicated to starting a Native cosmetic business, they attempt to overcome obstacles both in the business world and in the home. A touching love story of family and culture, Naturally Native also interweaves a subtle, but strong wake-up call regarding the treatment of Native people in corporate America. Naturally Native also provides some insight into tribal infrastructure and gaming issues.",0.5787979999999999,1999-10-08,10508,107.0,Released,0,Valerie Red-Horse,Drama,0
15000,haunting psychic entity demonic possession found footage,en,Paranormal Activity,"After a young, middle class couple moves into a suburban 'starter' tract house, they become increasingly disturbed by a presence that may or may not be somehow demonic but is certainly most active in the middle of the night. Especially when they sleep. Or try to.",47.456823,2007-09-14,193355800,86.0,Released,1316,Oren Peli,Horror,0
23000000,sport social outcast ridicule lawn mower deserted by husband,en,The Waterboy,Bobby Boucher is a water boy for a struggling college football team. The coach discovers Boucher's hidden rage makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,23.839127,1998-11-06,185991646,90.0,Released,512,Frank Coraci,Comedy,0
100000000,alien life-form dinosaur primate duringcreditsstinger,en,Land of the Lost,"On his latest expedition, Dr. Rick Marshall is sucked into a space-time vortex alongside his research assistant and a redneck survivalist. In this alternate universe, the trio make friends with a primate named Chaka, their only ally in a world full of dinosaurs and other fantastic creatures.",19.38841,2009-06-05,68688831,102.0,Released,381,Brad Silberling,Adventure,0
18000000,san francisco sister sister relationship new york city rich narcissism,en,Blue Jasmine,"Jasmine French used to be on the top of the heap as a New York socialite, but now is returning to her estranged sister in San Francisco utterly ruined. As Jasmine struggles with her haunting memories of a privileged past bearing dark realities she ignored, she tries to recover in her present. Unfortunately, it all proves a losing battle as Jasmine's narcissistic hangups and their consequences begin to overwhelm her. In doing so, her old pretensions and new deceits begin to foul up everyone's lives, especially her own.",34.694216,2013-07-25,99206215,98.0,Released,1098,Woody Allen,Comedy,1
60000000,paris barcelona spain assassin based on novel secret identity,en,The Bourne Identity,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy – but who does he work for?",86.47681700000004,2002-06-14,214034224,119.0,Released,3583,Doug Liman,Action,1
18000000,based on novel coming of age duringcreditsstinger,en,Youth in Revolt,"Nick Twisp (Michael Cera), a teen with a taste for the finer things in life like Sinatra and Fellini, falls hopelessly in love with the beautiful, free-spirited Sheeni Saunders (Portia Doubleday) while on a family vacation.  But family, geography and jealous ex-lovers conspire to keep these two apart. Nick abandons his dull, predictable life and develops a rebellious alter ego: François.  With his ascot, his moustache and his cigarette, François will stop at nothing to be with Sheeni, and leads Nick on a path of destruction with unpredictable consequences..",13.462544,2009-09-11,0,87.0,Released,319,Miguel Arteta,Drama,0
25000000,role reversal mistaken identity train wreck,en,Mrs. Winterbourne,"Connie Doyle is eighteen and pregnant her boyfriend has kicked her out. She accidentaly ends up on a train where she meets Hugh Winterbourne and his wife Patricia who is pregnant. The train wrecks and she wakes up in the hosptial to find out that it's been assumed that she's Patricia. Hugh's mother takes her in and she falls in love with Hugh's brother Bill. Just when she thinks everything is going her way, her ex-boyfriend shows up.",7.9467690000000015,1996-04-19,10070000,105.0,Released,25,Richard Benjamin,Comedy,0
44000000,bounty hunter wyoming mountains narration hangman,en,The Hateful Eight,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,68.717016,2015-12-25,155760117,167.0,Released,4274,Quentin Tarantino,Crime,1
60000000,stadium south africa apartheid nelson mandela sport,en,Invictus,"Newly elected President Nelson Mandela knows his nation remains racially and economically divided in the wake of apartheid. Believing he can bring his people together through the universal language of sport, Mandela rallies South Africa's rugby team as they make their historic run to the 1995 Rugby World Cup Championship match.",23.85119,2009-12-10,122233971,134.0,Released,1125,Clint Eastwood,Drama,1
0,mother man-woman relation single matchmaking single mother,en,The Perfect Man,"Holly is tired of moving every time her mom Jean breaks up with yet another second-rate guy. To distract her mother from her latest bad choice, Holly conceives the perfect plan for the perfect man, an imaginary secret admirer who will romance Jean and boost her self-esteem.",11.158906,2005-06-17,0,100.0,Released,203,Mark Rosman,Comedy,0
40000000,vampire spider wolfman stew best friend,en,Cirque du Freak: The Vampire's Assistant,"Darren Shan is a regular teenage kid. He and his friend Steve find out about a Freak Show coming to town and work hard at trying to find tickets. They do, and together they go to ""Cirque du Freak"" where they see many strange acts including a wolf-man and a bearded lady",16.424807,2009-10-23,28169671,109.0,Released,348,Paul Weitz,Adventure,0
9500000,competition satire spelling bee estranged father unlikely friendship,en,Bad Words,"A misanthropic man sets out to exact revenge on his estranged father, by finding a loophole and attempting to win the National Spelling Bee as an adult. Figuring it would destroy his father, and everything he's worked so hard for as head of the Spelling Bee Championship Organization, Guy Trilby (Jason Bateman) eventually discovers winning isn't necessary for revenge, and that friendship is a blessing not a curse.",14.105392000000002,2013-09-06,7800000,88.0,Released,334,Jason Bateman,Comedy,1
0,con man release from prison independent film,en,The Wendell Baker Story,Luke Wilson plays a good-hearted ex-con who gets a job in a retirement hotel. Three elderly residents help him win back his girlfriend as he lends them a hand in fighting hotel corruption.,1.265683,2005-08-03,0,99.0,Released,16,Luke Wilson,Comedy,0
1,independent film,en,Fetching Cody,"Art, a drug-addicted dealer and hustler, arrives at his girlfriend Cody's apartment to find that she has overdosed on heroin. He tries to fix things by traveling back in time in an attempt to prevent her death.",0.077876,2005-10-01,0,87.0,Released,6,David Ray,Comedy,1
5000000,wife husband relationship stress children mother daughter relationship parenthood,en,Moms' Night Out,"Yearning for an evening without their kids, some friends plan a night out. But to do this, their husbands need to watch the kids. What can go wrong?",10.274542,2014-03-25,10429707,98.0,Released,121,Jon Erwin,Comedy,0
50000000,winter psychopath horror serial killer,en,Hannibal Rising,"The story of the early, murderous roots of the cannibalistic killer, Hannibal Lecter – from his hard-scrabble Lithuanian childhood, where he witnesses the repulsive lengths to which hungry soldiers will go to satiate themselves, through his sojourn in France, where as a med student he hones his appetite for the kill.",6.567065,2007-02-06,82169884,121.0,Released,654,Peter Webber,Crime,0
255000000,texas horse survivor texas ranger partner,en,The Lone Ranger,"The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.",49.046956,2013-07-03,89289910,149.0,Released,2311,Gore Verbinski,Action,0
46000000,corruption black people italo-american brother sister relationship drug dealer,en,Shaft,"New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears, and Wade jumps bail for Switzerland. Two years later Wade returns to face trial, confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness.",19.643365,2000-06-15,107196498,99.0,Released,308,John Singleton,Action,0
56000000,casino sheriff home violence special forces,en,Walking Tall,"A former U.S. soldier returns to his hometown to find it overrun by crime and corruption, which prompts him to clean house.",23.438398,2004-04-02,57223890,86.0,Released,381,Kevin Bray,Adventure,0
80000000,mammoth sloth ice age barrier ice ice melting,en,Ice Age: The Meltdown,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",85.11505799999998,2006-03-23,660940780,91.0,Released,2951,Carlos Saldanha,Animation,1
1200000,baseball,en,Home Run,"A pro ball player with a substance abuse problem is forced into rehab in his hometown, finding new hope when he gets honest about his checkered past, and takes on coaching duties for a misfit Little League team",3.085411,2013-04-19,2861020,114.0,Released,24,David Boyd,Drama,1
0,show business film making tap dancing movie in movie divorce,en,All That Jazz,"Bob Fosse's semi-autobiographical film celebrates show business stripped of glitz or giddy illusions. Joe Gideon (Roy Scheider) is at the top of the heap, one of the most successful directors and choreographers in musical theatre. But he can feel his world slowly collapsing around him--his obsession with work has almost destroyed his personal life, and only his bottles of pills keep him going.",5.159407,1979-12-20,37823676,123.0,Released,85,Bob Fosse,Drama,1
0,,en,The Maid's Room,"Drina, a young immigrant working as a live-in maid for a wealthy Long Island family, finds herself entangled in the family's web of dark secrets once she begins to suspect her employer's son has committed a terrible crime.",1.501688,2014-08-08,0,98.0,Released,4,Michael Walker,Thriller,0
1800000,heart attack drug traffic drug crime mexican province celibacy,es,El Crimen del Padre Amaro,The young Father Amaro is put to the test. He is sent to Mexico to help take care of aging Father Benito when he meets a 16-year-old girl that he begins and affair with. It turns out the girls mother had been having an affair with Father Benito. Father Amaro must soon choose between the holy or the sinful life.,2.179428,2002-10-01,0,118.0,Released,36,Carlos Carrera,Drama,0
65000000,oxygen falsely accused resistance mars double life,en,Total Recall,"Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon, he's off to Mars to find out who he is and who planted the chip.",43.129703000000006,1990-06-01,261317921,113.0,Released,1710,Paul Verhoeven,Action,1
10000000,nazis anthology remake twilight zone,en,Twilight Zone: The Movie,"Four directors collaborated to remake four episodes of the popular television series 'The Twilight Zone' for this movie. The episodes are updated slightly and in color (the television show was in black-and-white), but very true to the originals, where eerie and disturbing situations gradually spin out of control. ""A Quality of Mercy"", ""Kick the Can"", ""It's a Good Life"", and ""Nightmare at 20,000 Feet"".",12.902975,1983-06-24,29450919,101.0,Released,161,Steven Spielberg,Drama,0
80000000,picnic sandwich bear 3d yogi,en,Yogi Bear,"Jellystone Park has been losing business, so greedy Mayor Brown decides to shut it down and sell the land. That means families will no longer be able to experience the natural beauty of the outdoors -- and, even worse, Yogi and Boo Boo will be tossed out of the only home they've ever known. Faced with his biggest challenge ever, Yogi must prove that he really is ""smarter than the average bear"" as he and Boo Boo join forces with their old nemesis Ranger Smith to find a way to save Jellystone Park from closing forever.",11.187696,2010-12-11,201584141,80.0,Released,220,Eric Brevig,Comedy,0
8500000,island machete beautiful woman serial killer murder hunt,en,Club Dread,When a serial killer interrupts the fun at the swanky Coconut Pete's Coconut Beach Resort -- a hedonistic island paradise for swingers --- it's up to the club's staff to stop the violence ... or at least hide it!,2.62082,2004-02-27,5001655,104.0,Released,107,Jay Chandrasekhar,Comedy,0
17000000,remake demon necronomicon duringcreditsstinger,en,Evil Dead,"Evil Dead, the fourth installment of the Evil Dead franchise, serving as both a reboot and as a loose continuation of the series, features Mia, a young woman struggling with sobriety, heads to a remote cabin with a group of friends where the discovery of a Book of the Dead unwittingly summon up dormant demons which possess the youngsters one by one.",33.912116,2013-04-05,97542952,91.0,Released,1723,Fede Alvarez,Horror,1
6900000,1970s texas high school comedy coming of age,en,Dazed and Confused,"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.",26.181753,1993-09-24,7993039,102.0,Released,583,Richard Linklater,Comedy,1
140000000,nurse patriotism hawaii world war ii pilot,en,Pearl Harbor,"The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941.",34.20669,2001-05-21,449220945,183.0,Released,1791,Michael Bay,others,1
0,transvestism gay sex singer transgender,en,Hedwig and the Angry Inch,A transexual punk rock girl from East Berlin tours the US with her rock band as she tells her life story and follows the ex-boyfriend/bandmate who stole her songs.,4.25422,2001-07-20,0,95.0,Released,80,John Cameron Mitchell,Comedy,1
3000000,detective haunted house investigation anti-christ possession,en,Demonic,A police officer and a psychologist investigate the deaths of five people who were killed while trying to summon ghosts.,12.564554,2015-02-12,3387000,83.0,Released,148,Will Canon,Thriller,0
27000000,sport handicap sexual favor star spangled banner bowling team,en,Kingpin,"After bowler Roy Munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly naïve hit the circuit intent on settling an old score with Big Ern.",17.329269,1996-07-04,25023434,113.0,Released,244,Bobby Farrelly,Comedy,1
28000000,london england submarine england sea assassin,en,For Your Eyes Only,A British spy ship has sunk and on board was a hi-tech encryption device. James Bond is sent to find the device that holds British launching instructions before the enemy Soviets get to it first.,26.090746,1981-06-23,195312802,127.0,Released,490,John Glen,Adventure,1
5000000,shelter end of the world sanity apocalypse,en,Take Shelter,"Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself.",19.807295,2011-11-25,3099314,120.0,Released,471,Jeff Nichols,Thriller,1
9000000,bureaucracy usa corruption cuba medicine,en,Sicko,"Sicko is a Michael Moore documentary about the corrupt health care system in The United States who's main goal is to make profit even if it means losing peoples lives. ""The more people you deny health insurance the more money we make"" is the business model for health care providers in America.",14.098952,2007-05-18,24538513,123.0,Released,235,Michael Moore,others,1
75000000,comedian cancer bromance stand-up comedian,en,Funny People,"Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.",20.199057,2009-07-31,61458982,146.0,Released,390,Judd Apatow,Comedy,0
35000000,journalist terrorist war against terror externally controlled action manipulation,en,Lions for Lambs,"Three stories told simultaneous in ninety minutes of real time: a Republican Senator who's a presidential hopeful gives an hour-long interview to a skeptical television reporter, detailing a strategy for victory in Afghanistan; two special forces ambushed on an Afghani ridge await rescue as Taliban forces close in; a poli-sci professor at a California college invites a student to re-engage.",9.789027,2007-10-22,63215872,92.0,Released,216,Robert Redford,Action,0
20000000,falcon bird origin,en,Zambezia,"Set in a bustling bird city on the edge of the majestic Victoria Falls, ""Zambezia"" is the story of Kai - a naïve, but high-spirited young falcon who travels to the bird city of ""Zambezia"" where he discovers the truth about his origins and, in defending the city, learns how to be part of a community",14.182301,2012-06-05,0,83.0,Released,68,Wayne Thornley,Comedy,0
12000000,washington d.c. casino hotel sun television,en,Beavis and Butt-Head Do America,"Mike Judge's slacker duo, Beavis and Butt-Head, wake to discover their TV has been stolen. Their search for a new one takes them on a clueless adventure across America where they manage to accidentally become America's most wanted.",12.60629,1996-12-15,0,81.0,Released,168,Mike Judge,Animation,1
350000,falsely accused beheading audio tape log cabin chain saw,en,The Evil Dead,"When a group of college students finds a mysterious book and recording in the old wilderness cabin they've rented for the weekend, they unwittingly unleash a demonic force from the surrounding forest.",35.037625,1981-10-15,29400000,85.0,Released,894,Sam Raimi,Horror,1
25000000,holiday prison thailand drug injustice,en,Brokedown Palace,"Best friends Alice and Darlene take a trip to Thailand after graduating high school. In Thailand, they meet a captivating Australian man, who calls himself Nick Parks. Darlene is particularly smitten with Nick and convinces Alice to take Nick up on his offer to treat the two of them to what amounts to a day trip to Hong Kong. In the airport, the girls are seized by the police and shocked to discover that one of their bags contains heroin.",7.296459,1999-08-13,13000000,100.0,Released,111,Jonathan Kaplan,Drama,0
63000000,saving the world artificial intelligence man vs machine philosophy prophecy,en,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",104.309993,1999-03-30,463517383,136.0,Released,8907,Lilly Wachowski,Action,1
0,,en,Nothing But a Man,A proud black man and his school-teacher wife face discriminatory challenges in 1960s America.,0.008453,1964-01-01,0,95.0,Released,2,Michael Roemer,Drama,1
100000000,fire irish-american immigrant gang war pickpocket,en,Gangs of New York,"It's 1863. America was born in the streets. Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.",46.160048,2002-12-14,193772504,167.0,Released,1910,Martin Scorsese,Drama,1
2500000,alcoholism ranchers rancher rebellious youth,en,Hud,"Hud Bannon is a ruthless young man who tarnishes everything and everyone he touches. Hud represents the perfect embodiment of alienated youth, out for kicks with no regard for the consequences. There is bitter conflict between the callous Hud and his stern and highly principled father, Homer. Hud's nephew Lon admires Hud's cheating ways, though he soon becomes too aware of Hud's reckless amorality to bear him anymore. In the world of the takers and the taken, Hud is a winner. He's a cheat, but, he explains, ""I always say the law was meant to be interpreted in a lenient manner.""",6.82919,1963-05-29,10000000,112.0,Released,66,Martin Ritt,Action,1
500000,train station new jersey small person friendship newfoundland,en,The Station Agent,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",11.578545,2003-01-26,8679814,88.0,Released,210,Tom McCarthy,Drama,1
37000000,based on novel money laundering ambulance boston massachusetts,en,The Town,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",24.218358,2010-09-15,154026136,125.0,Released,1468,Ben Affleck,Crime,1
80000000,sun glasses interpol undercover cop hangover duringcreditsstinger,en,The Hangover Part II,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",58.040149,2011-05-25,254455986,102.0,Released,3739,Todd Phillips,Comedy,0
0,guyana 19th century,en,Guiana 1838,"The abolition of slavery in the British Caribbean in 1834 prompts Gillanders, Arbuthnot &amp; Company in Calcutta, a part of the East India Company, to recruit Coolies from India to fill the resulting labor void. The company hires Sinha, a fierce small-timer to sell dreams of El Dorado to the unsuspecting, impoverished Coolies who are signed to five-year contracts as indentured servants. Upon the Coolies' arrival in British Guiana in 1838, the British planters promptly enslave them to ensure that the growth of sugar in the British West Indies will continue uninterrupted. John Scoble of the British and Foreign Anti Slavery Society arrives on the colony a year later to discover a new form of slavery; this time on the backs of Indians.",0.030253,2004-09-24,0,120.0,Released,3,Rohit Jagessar,Drama,0
170000000,based on novel clock queen sequel alice in wonderland,en,Alice Through the Looking Glass,"In the sequel to Tim Burton's ""Alice in Wonderland"", Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.",56.268916,2016-05-25,299370084,113.0,Released,1725,James Bobin,Fantasy,1
149000000,london england underworld return ship frog,en,Flushed Away,"London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.",22.550135,2006-10-22,64459316,85.0,Released,874,David Bowers,Adventure,0
20000000,based on novel new mexico party vampire hunter revenge,en,Vampires,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,17.016284,1998-04-15,0,108.0,Released,255,John Carpenter,Action,0
0,nurse blackmail teacher best friend bank robbery,en,High Heels and Low Lifes,A nurse eavesdrops with a friend on a cell phone conversation that describes a bank heist. She and the friend then conspire to blackmail the robbers for $2 million.,1.769593,2001-07-16,0,86.0,Released,12,Mel Smith,Action,1
165000000,support group product placement bullying racing arcade,en,Wreck-It Ralph,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",62.341073,2012-11-01,471222889,108.0,Released,4570,Rich Moore,others,1
11000000,wound disgust pain stunts stuntman,en,Jackass Number Two,"Jackass Number Two is a compilation of various stunts, pranks and skits, and essentially has no plot. Chris Pontius, Johnny Knoxville, Steve-O, Bam Margera, and the whole crew return to the screen to raise the stakes higher than ever before.",11.227087,2006-09-22,72778712,95.0,Released,298,Jeff Tremaine,Action,1
0,nurse battle platoon veteran recruitment,en,Passchendaele,"Sergeant Michael Dunne fights in the 10th Battalion, AKA The ""Fighting Tenth"" with the 1st Canadian Division and participated in all major Canadian battles of the war, and set the record for highest number of individual bravery awards for a single battle",2.405911,2008-10-17,0,114.0,Released,26,Paul Gross,Drama,1
0,woman director,en,Chasing Papi,"Playboy Thomas Fuentes has so far been able to skate by in life on good looks and charm alone. But when his duplicitous relationships with three women -- impassioned waitress Cici, meticulous lawyer Lorena and bored socialite Patricia -- spiral out of control, he suffers a mental breakdown. His doctor recommends that he choose just one girlfriend -- but can he choose in time before they discover his deception?",1.118511,2003-04-16,6126237,80.0,Released,16,Linda Mendoza,Comedy,1
20000000,magic male friendship college supernatural powers teenager,en,The Covenant,Four young men who belong to a supernatural legacy are forced to battle a fifth power long thought to have died out. Another great force they must contend with is the jealousy and suspicion that threatens to tear them apart.,15.804814000000002,2006-09-08,37597471,97.0,Released,288,Renny Harlin,Action,0
0,secret telepathy technology invention government,en,Listening,"For years, we have tried to harness the power of the human mind… and failed. Now, one breakthrough will change everything. Beyond technology. Beyond humanity. Beyond control. David, Ryan, and Jordan hope the telepathy invention will solve all their problems, but the bleeding-edge technology opens a Pandora’s box of new dangers, as the team discovers that when they open their minds, there is nowhere to hide their thoughts.",2.414721,2015-09-11,0,100.0,Released,31,Khalil Sullins,Drama,0
0,independent film,en,Love Ranch,Story of a couple that starts the first legal brothel in Nevada and a boxer they own a piece of.,5.000126,2010-06-30,0,117.0,Released,21,Taylor Hackford,Drama,0
0,underdog adoption education adoptive father childhood trauma,en,Martian Child,"A recently-widowed, science fiction writer considers whether to adopt a hyper-imaginative 6-year-old abandoned and socially-rejected boy who says he's really from Mars.",5.737161,2007-11-02,0,106.0,Released,79,Menno Meyjes,Drama,1
10000000,brother brother relationship mississippi wisconsin lawnmower iowa,en,The Straight Story,"""The Straight Story"" chronicles a trip made by 73-year-old Alvin Straight from Laurens, Iowa, to Mt. Zion, Wisconsin, in 1994 while riding a lawn mower. The man undertook his strange journey to mend his relationship with his ill, estranged, 75-year-old brother Lyle.",15.280261,1999-10-15,0,112.0,Released,306,David Lynch,Drama,1
0,,en,Dwegons,"Family inherits an old house and to their surprise, finds the home filled with wonderful colorful creatures that brings the family together.",0.485405,2014-01-24,0,98.0,Released,1,Tom Walsh,Animation,0
300000000,ocean drug abuse exotic island east india trading company love of one's life,en,Pirates of the Caribbean: At World's End,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",139.082615,2007-05-19,961000000,169.0,Released,4500,Gore Verbinski,Adventure,1
450000,hostage psychopath abandoned house serial killer slasher,en,Malevolence,"It's ten years after the kidnapping of Martin Bristol. Taken from a backyard swing at his home at the age of six, he is forced to witness unspeakable crimes of a deranged madman. For years, Martin's whereabouts have remained a mystery...until now.",1.077321,2004-09-10,0,90.0,Released,14,Stevan Mena,Crime,0
0,,en,A True Story,"Mike and Matt own nothing and share everything, including their life's work, a screenplay, which seems to be their only escape from the harsh reality that is the Hollywood machine.",0.970351,2013-09-20,0,96.0,Released,2,Malcolm Goodwin,Comedy,1
25000000,russia space mission space outer space dog,ru,Белка и Стрелка. Звёздные собаки,"Belka, the amazing flying dog is unexpectedly hurdled into the streets of Moscow when the rocket she is in malfunctions during one of her circus routines. Fortunately the crash leads her to meet a streetwise dog named Strelka and her irredeemable rat friend Venya. Together with other amusing friends found along the way, the three find themselves in a space program-training center where they get sent away in a rocket, leaving planet Earth...",5.753564,2010-03-18,6500000,85.0,Released,10,Inna Evlannikova,others,1
0,stand-up comedy,en,The Jimmy Show,"A failed New Jersey inventor embarks on a career as a standup comic, turns to drink, and labors to keep his family together.",0.098351,2002-01-16,0,96.0,Released,1,Frank Whaley,Comedy,1
2000000,independent film mother daughter relationship woman director,en,Sherrybaby,"After serving time in prison, former drug addict Sherry Swanson returns home to reclaim her young daughter from family members who have been raising the child. Sherry's family, especially her sister-in-law, doubt Sherry's ability to be a good mother, and Sherry finds her resolve to stay clean slowly weakening.",4.261508999999998,2006-09-08,622806,96.0,Released,41,Laurie Collyer,Drama,1
14000000,time travel sequel hot tub duringcreditsstinger,en,Hot Tub Time Machine 2,"When Lou, who has become the ""father of the Internet,"" is shot by an unknown assailant, Jacob and Nick fire up the time machine again to save their friend.",16.618873999999998,2015-02-20,12314651,93.0,Released,354,Steve Pink,Comedy,0
0,blow job cigarette smoking illegal drugs smoking weed shoes,en,Kicks,"When his hard-earned kicks get snatched by a local hood, fifteen-year old Brandon and his two best friends go on an ill-advised mission across the Bay Area to retrieve the stolen sneakers.",3.4679230000000003,2016-09-09,0,80.0,Released,18,Justin Tipping,Adventure,1
